Protein,Protein ID,Entry Name,Gene,Length,Organism,Protein Description,Protein Existence,Protein Probability,Top Peptide Probability,Total Peptides,Unique Peptides,Razor Peptides,Total Spectral Count,Unique Spectral Count,Razor Spectral Count,Total Intensity,Unique Intensity,Razor Intensity,Razor Assigned Modifications,Razor Observed Modifications,Indistinguishable Proteins,MCF_ctrl_1,MCF_ctrl_2,MCF_ctrl_3,MCF_ctrl_4,MCF_KD_1,MCF_KD_2,MCF_KD_3,MCF_KD_4,MDA_ctrl_1,MDA_ctrl_2,MDA_ctrl_3,MDA_ctrl_4,MDA_KD_1,MDA_KD_2,MDA_KD_3,MDA_KD_4
sp|Q9H765|ASB8_HUMAN,Q9H765,ASB8_HUMAN,ASB8,288,Homo sapiens OX=9606,Ankyrin repeat and SOCS box protein 8 ,1:Experimental evidence at protein level,0.9564,0.9972,1,1,1,1,1,1,5461153,5461153,5461153,N-term(304.2071),,,22242.6189,16829.1514,20624.0734,24521.678,25853.1011,26398.3856,20304.8862,21769.2884,27829.0239,25263.5876,37746.6752,50106.6876,65044.7969,57910.2174,70663.6732,51909.5369
sp|Q8IW50|F219A_HUMAN,Q8IW50,F219A_HUMAN,FAM219A,185,Homo sapiens OX=9606,Protein FAM219A ,1:Experimental evidence at protein level,0.9563,0.9972,1,1,1,1,1,1,1565343,1565343,1565343,"20K(304.2071), N-term(304.2071)",,,6143.5311,3496.5686,4724.918,3003.7594,3818.7592,4030.6939,5632.7845,5004.9018,5377.282,5029.8589,3465.2129,4370.9928,7148.1138,4929.118,3322.7573,5761.8359
sp|Q9UKJ5|CHIC2_HUMAN,Q9UKJ5,CHIC2_HUMAN,CHIC2,165,Homo sapiens OX=9606,Cysteine-rich hydrophobic domain-containing protein 2 ,1:Experimental evidence at protein level,0.956,0.9972,1,1,1,2,2,2,6431880,6431880,6431880,"8K(304.2071), N-term(304.2071)",,,47383.7691,46944.6095,41178.2486,35669.2801,52685.744,59712.2363,36455.9359,53779.792,63316.7906,57533.5425,68344.5325,86931.2568,112181.9922,87352.391,103187.2131,100915.9573
sp|Q16560|U1SBP_HUMAN,Q16560,U1SBP_HUMAN,SNRNP35,246,Homo sapiens OX=9606,U11/U12 small nuclear ribonucleoprotein 35 kDa protein ,1:Experimental evidence at protein level,0.9555,0.9972,1,1,1,1,1,1,5638355,5638355,5638355,"8K(304.2071), N-term(304.2071)",,,115464.611,158885.7292,98167.6116,85236.1685,120417.5076,143242.8511,78557.5964,106466.4082,108884.342,104365.9954,103444.6686,141059.1875,177245.25,151572.307,159882.7696,166631.0911
sp|Q9UGI0|ZRAN1_HUMAN,Q9UGI0,ZRAN1_HUMAN,ZRANB1,708,Homo sapiens OX=9606,Ubiquitin thioesterase ZRANB1 ,1:Experimental evidence at protein level,0.9546,0.9971,1,1,1,1,1,1,111378104,111378104,111378104,"10K(304.2071), N-term(304.2071)",,,4005.3179,3743.2655,4400.4495,2973.2453,6015.0558,3788.6103,5260.9075,4312.4832,5264.7023,5332.092,5703.9627,8828.0006,8425.6865,6215.1384,6648.9356,6710.2651
sp|Q9NUG6|PDRG1_HUMAN,Q9NUG6,PDRG1_HUMAN,PDRG1,133,Homo sapiens OX=9606,p53 and DNA damage-regulated protein 1 ,1:Experimental evidence at protein level,0.954,0.9971,1,1,1,1,1,1,13838605,13838605,13838605,"11K(304.2071), 7K(304.2071), N-term(304.2071)",,,130217.7198,109905.8667,138261.8821,91967.1713,160349.8954,237053.8006,163571.5482,187922.5402,173149.8672,142710.3359,140935.0275,185797.3496,201103.5312,196135.9395,155371.4866,190491.3261
sp|P10914|IRF1_HUMAN,P10914,IRF1_HUMAN,IRF1,325,Homo sapiens OX=9606,Interferon regulatory factor 1 ,1:Experimental evidence at protein level,0.9537,0.997,1,1,1,2,2,2,4706164,4706164,4706164,N-term(304.2071),,,38877.6205,31335.8257,28655.0332,30973.8821,38061.7512,53680.4802,56999.7674,45201.1932,95963.9352,60153.8806,53333.8367,63807.9662,91477.6367,76103.1855,85697.8021,83018.0995
sp|Q9UDV7|ZN282_HUMAN,Q9UDV7,ZN282_HUMAN,ZNF282,671,Homo sapiens OX=9606,Zinc finger protein 282 ,1:Experimental evidence at protein level,0.9537,0.9946,2,1,2,2,1,2,15488332,369459,15488332,"4C(57.0214), N-term(304.2071)",,,67365.8163,53670.3391,64817.3028,36388.1125,74501.8163,76823.4922,74151.288,72930.9877,76011.1186,63032.3159,69337.9915,88689.5473,118706.4795,83576.4762,105530.5085,98945.5523
sp|P33764|S10A3_HUMAN,P33764,S10A3_HUMAN,S100A3,101,Homo sapiens OX=9606,Protein S100-A3 ,1:Experimental evidence at protein level,0.9536,0.997,1,1,1,1,1,1,1537521,1537521,1537521,"11C(57.0214), 9K(304.2071), N-term(304.2071)",,,5410.2104,3325.8683,8259.0511,5316.6266,5233.1254,7257.3619,6206.0788,6345.0737,18328.5163,15001.807,10961.8758,15208.603,21933.1094,21327.6324,13775.8729,18214.8315
sp|Q6J4K2|NCLX_HUMAN,Q6J4K2,NCLX_HUMAN,SLC8B1,584,Homo sapiens OX=9606,Mitochondrial sodium/calcium exchanger protein ,1:Experimental evidence at protein level,0.9536,0.997,1,1,1,1,1,1,969469,969469,969469,"9K(304.2071), N-term(304.2071)",,,16426.5043,16134.9388,15844.3666,14166.7612,17909.4699,27473.8371,18743.3361,19885.3259,25788.3117,27106.6653,24835.4097,36472.6944,48621.9102,42518.6307,42901.955,44286.2112
sp|Q86YM7|HOME1_HUMAN,Q86YM7,HOME1_HUMAN,HOMER1,354,Homo sapiens OX=9606,Homer protein homolog 1 ,1:Experimental evidence at protein level,0.9532,0.997,1,1,1,1,1,1,27053275,2026437,2026437,"7K(304.2071), N-term(304.2071)",,,43485.7793,38815.2577,39033.5154,27898.3959,49447.121,64089.591,34154.9841,49114.2052,55063.7864,53236.8656,48198.0387,70766.0881,73979.0938,67913.1226,66707.3557,69778.8901
sp|Q02246|CNTN2_HUMAN,Q02246,CNTN2_HUMAN,CNTN2,1040,Homo sapiens OX=9606,Contactin-2 ,1:Experimental evidence at protein level,0.9525,0.997,1,1,1,1,1,1,14683172,14683172,14683172,N-term(304.2071),,,28028.051,21159.4343,21943.7268,16942.5181,26448.3716,30839.9445,24823.5572,27923.2585,32698.936,23020.1309,28836.9704,37065.2146,40618.1758,31934.633,41428.5041,35170.9508
sp|Q6K0P9|IFIX_HUMAN,Q6K0P9,IFIX_HUMAN,PYHIN1,492,Homo sapiens OX=9606,Pyrin and HIN domain-containing protein 1 ,1:Experimental evidence at protein level,0.9524,0.9868,1,1,1,1,1,1,91093334,10977944,10977944,"7K(304.2071), N-term(304.2071)",,,115161.6111,91326.9649,84788.1538,59538.949,92947.4037,117009.0418,63625.233,94425.5501,124685.2952,104695.9935,121646.4395,177455.798,279941.4375,213733.989,262713.8333,252469.7449
sp|Q6PCT2|FXL19_HUMAN,Q6PCT2,FXL19_HUMAN,FBXL19,694,Homo sapiens OX=9606,F-box/LRR-repeat protein 19 ,1:Experimental evidence at protein level,0.9524,0.997,2,2,2,2,2,2,9479287,9479287,9479287,"10K(304.2071), N-term(304.2071)",,,127957.5246,116403.3155,111833.2153,89027.4896,127688.3238,166932.8769,86549.207,128821.6932,148541.8837,151896.8664,157366.2657,188212.2359,234546.8398,195265.2317,199763.9293,241788.1341
sp|P13929|ENOB_HUMAN,P13929,ENOB_HUMAN,ENO3,434,Homo sapiens OX=9606,Beta-enolase ,1:Experimental evidence at protein level,0.9518,0.9866,1,1,1,1,1,1,12336925,2676786,2676786,"10M(15.9949), N-term(304.2071)",,,15023.0032,12857.2757,15830.7906,9990.8488,14413.671,17299.4977,15048.3142,16166.9755,22042.5048,16878.499,13918.3835,17633.1774,24747.8594,18957.8778,20726.0469,21046.2346
sp|Q96CP7|TLCD1_HUMAN,Q96CP7,TLCD1_HUMAN,TLCD1,247,Homo sapiens OX=9606,TLC domain-containing protein 1 ,1:Experimental evidence at protein level,0.9517,0.9969,1,1,1,3,3,3,10817286,8842877,8842877,N-term(304.2071),,,81625.9895,67562.0572,76603.7399,59716.5451,98511.5553,127460.4208,108710.0017,101986.565,89364.2868,73333.4138,63716.4713,101057.7817,117061.5605,98064.0378,103939.4079,103534.5092
sp|Q96DA2|RB39B_HUMAN,Q96DA2,RB39B_HUMAN,RAB39B,213,Homo sapiens OX=9606,Ras-related protein Rab-39B ,1:Experimental evidence at protein level,0.9517,0.9969,1,1,1,1,1,1,305150984,4339624,4339624,"7K(304.2071), N-term(304.2071)",,,112498.0302,89686.2752,99517.276,56823.176,122697.6477,153055.7311,118688.2474,136271.6938,34415.9356,23968.6791,17027.7034,25231.9339,39202.3516,32164.7641,32140.1493,32051.1389
sp|Q9Y5Z7|HCFC2_HUMAN,Q9Y5Z7,HCFC2_HUMAN,HCFC2,792,Homo sapiens OX=9606,Host cell factor 2 ,1:Experimental evidence at protein level,0.9516,0.9969,1,1,1,1,1,1,17622598,17622598,17622598,"11K(304.2071), N-term(304.2071)",,,53325.8213,40852.7605,54848.1635,30253.233,49967.6116,68772.1864,60489.8336,66514.836,76186.8743,60213.3204,61264.3999,73350.4378,92524.4844,75268.1675,69445.3714,84976.2281
sp|Q8TDG2|ACTT1_HUMAN,Q8TDG2,ACTT1_HUMAN,ACTRT1,376,Homo sapiens OX=9606,Actin-related protein T1 ,2:Experimental evidence at transcript level,0.9514,0.9969,1,1,1,1,1,1,2339314,2339314,2339314,"11K(304.2071), N-term(304.2071)",,,29818.7258,22559.3247,27593.5145,15186.5352,23193.6768,44604.838,20234.3404,28040.7477,20583.0588,17106.4704,15132.1988,23246.1907,28231.1699,27363.1046,20035.3262,24299.4811
sp|P84157|MXRA7_HUMAN,P84157,MXRA7_HUMAN,MXRA7,204,Homo sapiens OX=9606,Matrix-remodeling-associated protein 7 ,1:Experimental evidence at protein level,0.9508,0.9969,1,1,1,2,2,2,3307255,3307255,3307255,"8K(304.2071), N-term(304.2071)",,,34508.8356,27722.8139,32743.9645,27049.9099,33687.3235,43080.3466,33737.1654,38332.7412,70648.3887,57538.3228,47313.1582,73445.9472,98769.582,81506.7725,83274.699,87636.6301
sp|Q9P0J6|RM36_HUMAN,Q9P0J6,RM36_HUMAN,MRPL36,103,Homo sapiens OX=9606,"39S ribosomal protein L36, mitochondrial ",1:Experimental evidence at protein level,0.9508,0.9969,1,1,1,2,2,2,4609686,4609686,4609686,"1C(57.0214), 2K(304.2071), 4C(57.0214), 8K(304.2071), N-term(304.2071)",,,244556.3596,161497.7545,281092.6913,160247.2399,301921.0256,396247.4435,255418.2041,320924.302,254714.4339,180838.1543,196398.1482,228775.2044,291099.9688,229638.7696,227222.5581,258044.3483
sp|Q6YI46|TMM64_HUMAN,Q6YI46,TMM64_HUMAN,TMEM64,380,Homo sapiens OX=9606,Transmembrane protein 64 ,2:Experimental evidence at transcript level,0.9501,0.9968,1,1,1,1,1,1,20973406,20973406,20973406,"9K(304.2071), N-term(304.2071)",,,45055.7581,36146.6701,45361.4101,26255.8553,54758.7618,58372.1069,47895.7448,49808.2926,30456.4937,33067.9297,41627.764,46933.474,60325.6445,55908.2259,50287.6651,58584.2156
sp|Q8TA86|RP9_HUMAN,Q8TA86,RP9_HUMAN,RP9,221,Homo sapiens OX=9606,Retinitis pigmentosa 9 protein ,1:Experimental evidence at protein level,0.95,0.9968,1,1,1,1,1,1,2933311,2933311,2933311,"11K(304.2071), 4K(304.2071), 6C(57.0214), N-term(304.2071)",,,61969.1773,43461.033,53010.0975,41242.1813,60684.1922,90644.2784,47134.4844,71331.0393,78074.9338,63664.9506,59162.2305,77667.6129,82103.5391,81599.8964,61031.3477,78309.1318
sp|Q9NTX7|RN146_HUMAN,Q9NTX7,RN146_HUMAN,RNF146,359,Homo sapiens OX=9606,E3 ubiquitin-protein ligase RNF146 ,1:Experimental evidence at protein level,0.949,0.9967,2,2,2,2,2,2,9106631,9106631,9106631,"3C(57.0214), 7K(304.2071), N-term(304.2071)",,,59561.7338,47393.7675,50575.1541,37896.5312,68894.4835,89611.6149,65322.7771,76293.7066,76551.5129,72279.7409,61905.0525,84988.1733,114348.916,106382.9977,104500.5956,111557.188
sp|O75385|ULK1_HUMAN,O75385,ULK1_HUMAN,ULK1,1050,Homo sapiens OX=9606,Serine/threonine-protein kinase ULK1 ,1:Experimental evidence at protein level,0.9484,0.9967,1,1,1,2,2,2,1926550,1926550,1926550,"12K(304.2071), N-term(304.2071)",,,7826.4463,7220.2774,9102.0913,6677.1816,12521.4112,14531.6392,10557.2847,10023.7608,9515.819,9433.8198,6704.9639,10921.7196,12510.9019,12023.39,9727.2037,12500.7391
sp|Q6UWJ1|TMCO3_HUMAN,Q6UWJ1,TMCO3_HUMAN,TMCO3,677,Homo sapiens OX=9606,Transmembrane and coiled-coil domain-containing protein 3 ,1:Experimental evidence at protein level,0.948,0.9967,2,2,2,2,2,2,8816333,8816333,8816333,"9K(304.2071), N-term(304.2071)",,,88298.4819,72956.0139,63379.589,42087.7369,59337.0521,65284.1777,37826.7927,83151.0149,44256.6843,44748.9529,63639.2302,59479.4239,74600.6348,65782.2866,85528.3679,63374.0662
sp|A6NCF5|KLH33_HUMAN,A6NCF5,KLH33_HUMAN,KLHL33,533,Homo sapiens OX=9606,Kelch-like protein 33 ,4:Protein predicted,0.947,0.9966,1,1,1,1,1,1,3456981,3456981,3456981,N-term(304.2071),,,20011.7512,16576.5283,19693.6119,11057.3893,23115.8626,29355.0986,26509.3868,26306.5563,73718.2267,59812.3837,60986.2796,65030.1573,66816.6562,59555.7961,61525.5822,76092.3672
sp|P34947|GRK5_HUMAN,P34947,GRK5_HUMAN,GRK5,590,Homo sapiens OX=9606,G protein-coupled receptor kinase 5 ,1:Experimental evidence at protein level,0.9467,0.9966,1,1,1,1,1,1,7466542,3476798,3476798,"11K(304.2071), N-term(304.2071)",,,130540.6777,78165.8299,79597.2286,79001.6927,81075.7314,136487.9955,68244.8275,78042.629,232656.4114,126554.3454,105726.8728,135653.1165,185788.9844,138247.1693,126359.0064,114936.1095
sp|Q9NRQ2|PLS4_HUMAN,Q9NRQ2,PLS4_HUMAN,PLSCR4,329,Homo sapiens OX=9606,Phospholipid scramblase 4 ,1:Experimental evidence at protein level,0.9466,0.9966,1,1,1,1,1,1,471983,471983,471983,"9K(304.2071), N-term(304.2071)",,,5260.0037,4755.439,5786.3981,6678.5549,6346.6725,6279.0425,5652.4097,5992.8351,10108.8701,7801.86,10536.2847,11696.7696,16600.875,10551.5008,11712.3593,9862.6138
sp|Q8TCB7|METL6_HUMAN,Q8TCB7,METL6_HUMAN,METTL6,284,Homo sapiens OX=9606,tRNA N(3)-methylcytidine methyltransferase METTL6 ,1:Experimental evidence at protein level,0.9465,0.9966,1,1,1,2,2,2,4578128,4578128,4578128,"9K(304.2071), N-term(304.2071)",,,69684.5778,47798.3845,66635.2877,35398.6865,85066.6936,103804.9345,111018.7604,94016.3265,79792.5084,53611.9816,53305.0265,68821.6256,77048.9727,74160.4536,66722.7579,70581.8874
sp|Q9H825|METL8_HUMAN,Q9H825,METL8_HUMAN,METTL8,291,Homo sapiens OX=9606,"tRNA N(3)-methylcytidine methyltransferase METTL8, mitochondrial ",1:Experimental evidence at protein level,0.9465,0.9913,2,2,2,2,2,2,3096652,3096652,3096652,"11K(304.2071), 15K(304.2071), N-term(304.2071)",,,55433.7137,44661.6483,50772.6127,35185.2913,72023.1583,80716.6468,54370.4276,62480.4045,73803.5451,62058.2834,60929.313,80268.5634,103199.1309,78506.0563,78835.2519,85252.9104
sp|Q9HCJ1|ANKH_HUMAN,Q9HCJ1,ANKH_HUMAN,ANKH,492,Homo sapiens OX=9606,Progressive ankylosis protein homolog ,1:Experimental evidence at protein level,0.9465,0.9966,1,1,1,1,1,1,1629391,1629391,1629391,"10K(304.2071), N-term(304.2071)",,,30549.3349,25659.4773,26432.8824,23071.4563,31012.9585,38336.1798,33121.0964,32750.7804,51721.7289,34275.6766,31803.9507,41142.9549,47460.8984,36677.4711,37990.9379,44805.842
sp|Q96B42|TMM18_HUMAN,Q96B42,TMM18_HUMAN,TMEM18,140,Homo sapiens OX=9606,Transmembrane protein 18 ,1:Experimental evidence at protein level,0.946,0.9965,1,1,1,1,1,1,6731017,6731017,6731017,N-term(304.2071),,,99461.0655,100099.7814,84899.9311,70209.7412,105429.9914,137649.8326,87337.5645,112238.2533,67240.6187,67742.0537,69551.5203,102612.3977,128391.0234,122921.8512,117084.4509,123428.5488
sp|Q9NR64|KLHL1_HUMAN,Q9NR64,KLHL1_HUMAN,KLHL1,748,Homo sapiens OX=9606,Kelch-like protein 1 ,1:Experimental evidence at protein level,0.9458,0.9965,1,1,1,1,1,1,19913934,19913934,19913934,"11K(304.2071), N-term(304.2071)",,,34255.9751,33884.0705,36431.4646,26331.8251,36818.3841,41779.533,28176.0689,41373.4091,43347.9247,38911.0943,37088.3149,53546.7022,62132.4141,52235.224,53055.3599,65001.1698
sp|P50053|KHK_HUMAN,P50053,KHK_HUMAN,KHK,298,Homo sapiens OX=9606,Ketohexokinase ,1:Experimental evidence at protein level,0.9455,0.9965,1,1,1,1,1,1,7172593,7172593,7172593,"7K(304.2071), N-term(304.2071)",,,87049.7102,65359.0314,78783.2613,62606.1261,81109.607,102252.2215,71952.9424,82586.2497,91318.5089,81537.6588,84212.7133,106050.9666,118016.75,100302.0882,110130.6201,113972.3618
sp|Q96PM9|Z385A_HUMAN,Q96PM9,Z385A_HUMAN,ZNF385A,386,Homo sapiens OX=9606,Zinc finger protein 385A ,1:Experimental evidence at protein level,0.9455,0.9965,1,1,1,1,1,1,1997180,1997180,1997180,"8K(304.2071), N-term(304.2071)",,,26846.4528,20344.4034,28422.2072,16374.6565,28825.7113,44139.2806,42604.3435,39643.9559,29209.0336,20293.5703,17098.1621,29758.9251,31896.7344,29097.6326,23616.0336,29217.6034
sp|Q86VR8|FJX1_HUMAN,Q86VR8,FJX1_HUMAN,FJX1,437,Homo sapiens OX=9606,Four-jointed box protein 1 ,2:Experimental evidence at transcript level,0.945,0.9965,1,1,1,1,1,1,2809300,2809300,2809300,N-term(304.2071),,,25332.3148,18966.291,19116.0152,15409.2087,21672.067,28731.2902,20916.8741,24210.137,31095.9666,24192.5443,28682.6961,34272.0805,43898.7227,34876.2308,38461.7879,41437.7298
sp|Q9UM82|SPAT2_HUMAN,Q9UM82,SPAT2_HUMAN,SPATA2,520,Homo sapiens OX=9606,Spermatogenesis-associated protein 2 ,1:Experimental evidence at protein level,0.9444,0.9964,1,1,1,1,1,1,1610792,1610792,1610792,"9K(304.2071), N-term(304.2071)",,,9264.9064,8206.7026,6524.2877,7401.0037,8321.0381,13137.6761,7360.2228,8957.8004,9437.3194,10057.187,11427.9151,12992.177,16381.2676,14970.8712,11399.3124,17245.681
sp|Q8WVP7|LMBR1_HUMAN,Q8WVP7,LMBR1_HUMAN,LMBR1,490,Homo sapiens OX=9606,Limb region 1 protein homolog ,1:Experimental evidence at protein level,0.9443,0.9964,1,1,1,2,2,2,9494566,9494566,9494566,N-term(304.2071),,,37622.9206,25835.7878,30928.5423,21348.6001,36449.6404,60995.871,52291.3584,55172.6898,50401.2513,34556.9884,35762.1067,44692.0811,55190.0586,49177.9024,48030.7586,51565.5457
sp|P36894|BMR1A_HUMAN,P36894,BMR1A_HUMAN,BMPR1A,532,Homo sapiens OX=9606,Bone morphogenetic protein receptor type-1A ,1:Experimental evidence at protein level,0.9442,0.9964,1,1,1,1,1,1,2788939,2788939,2788939,N-term(304.2071),,,30133.0186,24544.532,28746.3825,23683.1866,39678.7682,48391.6805,43066.0256,43516.9345,45467.9395,35322.2301,35645.13,44000.8041,54085.918,42726.5068,49092.4117,59453.4197
sp|O75575|RPC9_HUMAN,O75575,RPC9_HUMAN,CRCP,148,Homo sapiens OX=9606,DNA-directed RNA polymerase III subunit RPC9 ,1:Experimental evidence at protein level,0.9441,0.9964,1,1,1,1,1,1,4000846,4000846,4000846,"7K(304.2071), N-term(304.2071)",,,55276.8293,42064.3041,48109.6368,30667.4205,52443.2518,75806.2549,67343.4035,57719.2796,55853.2721,42256.2624,43957.5824,58359.5547,66492.7969,56456.7509,56215.5034,54746.541
sp|P54764|EPHA4_HUMAN,P54764,EPHA4_HUMAN,EPHA4,986,Homo sapiens OX=9606,Ephrin type-A receptor 4 ,1:Experimental evidence at protein level,0.943,0.9786,1,1,1,1,1,1,21126807,5631081,5631081,N-term(304.2071),,,49829.4795,34541.3058,40382.2949,27390.3793,52815.1822,100613.2583,74234.5785,81788.4057,48927.1808,52700.609,38526.3476,46923.9824,48877.4023,45180.4257,37498.6601,58398.7065
sp|Q6PJW8|CNST_HUMAN,Q6PJW8,CNST_HUMAN,CNST,725,Homo sapiens OX=9606,Consortin ,1:Experimental evidence at protein level,0.9428,0.9963,1,1,1,1,1,1,584405,584405,584405,"10K(304.2071), N-term(304.2071)",,,8164.7695,9181.6632,9296.728,7172.6041,10063.1446,10823.037,8687.6632,10716.9395,15681.3664,9791.2531,8481.1123,11094.7481,15985.1465,10151.0969,15636.9888,11765.5693
sp|Q8N1G1|REXO1_HUMAN,Q8N1G1,REXO1_HUMAN,REXO1,1221,Homo sapiens OX=9606,RNA exonuclease 1 homolog ,1:Experimental evidence at protein level,0.9423,0.9963,1,1,1,2,2,2,3808979,3808979,3808979,"12K(304.2071), N-term(304.2071)",,,82752.39,65124.1292,82545.4002,57323.6819,113602.8349,153755.4569,143777.6636,117409.8701,152768.2111,113154.676,105093.4437,124464.5337,159325.0781,134950.9046,133149.043,147292.0371
sp|Q2NKX9|CB068_HUMAN,Q2NKX9,CB068_HUMAN,C2orf68,166,Homo sapiens OX=9606,UPF0561 protein C2orf68 ,1:Experimental evidence at protein level,0.9422,0.9963,1,1,1,1,1,1,1390936,1390936,1390936,"1K(304.2071), N-term(304.2071)",,,13539.7876,8698.0896,16910.969,6606.0159,19440.2403,32599.3565,30888.0626,29114.4645,32200.2325,23182.7126,21049.888,23167.7084,27827.9512,24855.6491,17684.9436,24060.4804
sp|Q9BUJ0|ABHEA_HUMAN,Q9BUJ0,ABHEA_HUMAN,ABHD14A,271,Homo sapiens OX=9606,Protein ABHD14A ,2:Experimental evidence at transcript level,0.9415,0.9962,1,1,1,1,1,1,1096730,1096730,1096730,"9K(304.2071), N-term(304.2071)",,,6483.397,8519.5482,8450.3369,6226.7355,7949.7929,13530.2028,9004.3681,14384.6085,9227.0097,9871.0126,12714.7985,12929.4269,15056.9697,10963.6263,20037.2121,15091.5058
sp|Q6UX98|ZDH24_HUMAN,Q6UX98,ZDH24_HUMAN,ZDHHC24,284,Homo sapiens OX=9606,Probable palmitoyltransferase ZDHHC24 ,1:Experimental evidence at protein level,0.9411,0.9962,1,1,1,1,1,1,4288389,4288389,4288389,N-term(304.2071),,,98458.1482,83041.9401,91089.4786,66827.1878,104958.7914,142911.8717,122574.9297,115115.6161,58135.7327,48697.8858,48387.6852,58410.6236,78870.7656,62251.651,58952.6557,61734.4324
sp|Q9NSA3|CNBP1_HUMAN,Q9NSA3,CNBP1_HUMAN,CTNNBIP1,81,Homo sapiens OX=9606,Beta-catenin-interacting protein 1 ,1:Experimental evidence at protein level,0.941,0.9962,1,1,1,1,1,1,1049296,1049296,1049296,"10K(304.2071), N-term(304.2071)",,,10255.835,6493.1739,7134.001,4976.5341,6527.2104,9718.3627,6408.3826,8202.898,13136.3888,11578.9836,7562.4962,12611.6028,17850.2852,17363.2294,14481.2934,14825.9027
sp|Q9BZ71|PITM3_HUMAN,Q9BZ71,PITM3_HUMAN,PITPNM3,974,Homo sapiens OX=9606,Membrane-associated phosphatidylinositol transfer protein 3 ,1:Experimental evidence at protein level,0.9409,0.9962,1,1,1,1,1,1,773125,773125,773125,"9K(304.2071), N-term(304.2071)",,,7621.4234,4843.7729,5602.3153,4169.2904,4118.8324,6860.1602,5324.535,5111.3382,13062.715,7498.2297,8354.5255,9904.7337,14734.291,11785.9357,14897.8166,14685.4942
sp|Q9H2L5|RASF4_HUMAN,Q9H2L5,RASF4_HUMAN,RASSF4,321,Homo sapiens OX=9606,Ras association domain-containing protein 4 ,1:Experimental evidence at protein level,0.9407,0.9962,1,1,1,4,4,4,1862749,1862749,1862749,"8K(304.2071), N-term(304.2071)",,,1530.4401,2709.3885,3262.1731,2483.0108,3366.098,1937.881,3985.3519,4658.4867,14974.2739,13970.1378,12991.6029,14968.5115,34000.0198,31697.8142,24228.8829,28624.4845
sp|Q6PJ21|SPSB3_HUMAN,Q6PJ21,SPSB3_HUMAN,SPSB3,355,Homo sapiens OX=9606,SPRY domain-containing SOCS box protein 3 ,1:Experimental evidence at protein level,0.9403,0.9961,1,1,1,1,1,1,0,0,0,"20K(304.2071), N-term(304.2071)",,,11018.8467,8539.2652,8856.9288,5136.2071,11416.6844,11996.4289,9110.712,11449.1598,12616.811,10898.2658,10317.7388,13669.5974,15034.6211,13713.13,12317.5845,12029.2759
sp|Q9H4M7|PKHA4_HUMAN,Q9H4M7,PKHA4_HUMAN,PLEKHA4,779,Homo sapiens OX=9606,Pleckstrin homology domain-containing family A member 4 ,1:Experimental evidence at protein level,0.9401,0.9961,1,1,1,4,4,4,222578030,222578030,222578030,"10K(304.2071), N-term(304.2071)",,,1365986.339,1124201.74,1290040.614,992364.6376,1610292.65,1881852.11,889362.3044,1659660.085,1048559.93,998979.3627,1018270.828,1296936.931,1696349.551,1469149.124,1451701.853,1647416.603
sp|Q659C4|LAR1B_HUMAN,Q659C4,LAR1B_HUMAN,LARP1B,914,Homo sapiens OX=9606,La-related protein 1B ,1:Experimental evidence at protein level,0.94,0.9961,1,1,1,1,1,1,11518670,3559628,3559628,"9K(304.2071), N-term(304.2071)",,,51270.1773,38230.3995,42452.2703,30644.7095,56021.7395,77598.7463,65405.8143,63683.8136,89118.0777,71064.5055,71071.5612,87919.5274,114237.8125,100546.2337,103098.7773,104415.9021
sp|Q02083|NAAA_HUMAN,Q02083,NAAA_HUMAN,NAAA,359,Homo sapiens OX=9606,N-acylethanolamine-hydrolyzing acid amidase ,1:Experimental evidence at protein level,0.9394,0.9961,1,1,1,1,1,1,496641,496641,496641,"9K(304.2071), N-term(304.2071)",,,3797.9542,2987.3048,4311.0607,2898.964,3842.2787,5302.5227,2800.6366,4922.1716,3002.6926,3809.8899,3274.7171,4245.165,5583.042,3356.5642,3645.1422,5401.4581
sp|Q6IC98|GRAM4_HUMAN,Q6IC98,GRAM4_HUMAN,GRAMD4,578,Homo sapiens OX=9606,GRAM domain-containing protein 4 ,1:Experimental evidence at protein level,0.9389,0.9948,2,2,2,2,2,2,8831145,8831145,8831145,"9K(304.2071), N-term(304.2071)",,,120164.0154,95706.1327,119979.2692,91038.4767,111105.8527,180109.8697,140600.9785,150720.4761,74689.2325,60780.1764,52891.2442,80993.5436,108806.4287,85401.4575,90590.8907,96308.9597
sp|Q9UBU7|DBF4A_HUMAN,Q9UBU7,DBF4A_HUMAN,DBF4,674,Homo sapiens OX=9606,Protein DBF4 homolog A ,1:Experimental evidence at protein level,0.9387,0.996,1,1,1,1,1,1,12650527,12650527,12650527,"10K(304.2071), N-term(304.2071)",,,104527.771,99090.5933,88660.2002,75493.0363,114440.8735,140069.2877,114543.8445,132694.9128,161276.4996,132636.3043,120735.5454,173835.0528,211335.5312,190411.5715,169434.8892,207872.812
sp|Q8TAM1|BBS10_HUMAN,Q8TAM1,BBS10_HUMAN,BBS10,723,Homo sapiens OX=9606,Bardet-Biedl syndrome 10 protein ,1:Experimental evidence at protein level,0.9386,0.996,1,1,1,3,3,3,410824,410824,410824,"9K(304.2071), N-term(304.2071)",,,7797.4251,5053.6199,5790.237,3639.6773,8227.3633,8062.6754,7690.522,6543.8915,18970.6327,12997.5664,14092.2005,17772.2922,17504.4468,17483.0342,12819.3316,15140.0037
